profile_text,career_label,source,label_encoded,text_stripped,profile_text_clean
"Engineering professional skilled in data warehouse, snowflake, python, etl, sql. Targeting a role in Data Engineering and Pipelines. Focus area: Sql Data Warehouse Only On W2.",DATA_ENGINEER,postings,3,"Engineering professional skilled in data warehouse, snowflake, python, etl, sql","Engineering student with skills in snowflake, python, sql."
"Engineering professional skilled in product management, excel, agile, scrum. Targeting a role in Product Management and Strategy. Focus area: Senior Project Manager/Scrum Master.",PRODUCT_MANAGER,postings,7,"Engineering professional skilled in product management, excel, agile, scrum","Engineering student with skills in product management, agile, scrum, excel."
"Engineering professional skilled in python, hive, sql. Targeting a role in Backend and Server-side Development. Focus area: Core Python Developer.",SWE_BACKEND,postings,8,"Engineering professional skilled in python, hive, sql","Engineering student with skills in python, hive, sql."
"Engineering professional skilled in product management, scrum. Targeting a role in Product Management and Strategy. Focus area: Senior Scrum Master.",PRODUCT_MANAGER,postings,7,"Engineering professional skilled in product management, scrum","Engineering student with skills in product management, scrum."
"Engineering professional skilled in typescript, angular, html, css. Targeting a role in Frontend and UI Development. Focus area: Senior Angular Developer.",SWE_FRONTEND,postings,9,"Engineering professional skilled in typescript, angular, html, css","Engineering student with skills in typescript, angular, html, css."
"Engineering professional skilled in data analysis, algorithms, jenkins, docker, devops, ci/cd, .net, sql. Targeting a role in Backend and Server-side Development. Focus area: Trading Application Developer/ C Dot Net Developer.",SWE_BACKEND,postings,8,"Engineering professional skilled in data analysis, algorithms, jenkins, docker, devops, ci/cd, .net, sql","Engineering student with skills in data analysis, algorithms, jenkins, docker, devops, ci/cd, sql."
Engineering professional skilled in azure. Targeting a role in Backend and Server-side Development. Focus area: Software Engineer I/Ii.,SWE_BACKEND,postings,8,Engineering professional skilled in azure,Engineering student with experience in azure.
"Engineering professional skilled in kubernetes, terraform, reporting, devops, aws. Targeting a role in DevOps and Cloud Infrastructure. Focus area: No C2C Devops Engineer - Kubernetes / Terraform / Iac / Aws.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in kubernetes, terraform, reporting, devops, aws","Engineering student with skills in kubernetes, terraform, devops, aws."
"Engineering student in CSE with CGPA 7.4 out of 10. Skilled in System Design, Communication, SQL, Agile/Scrum, Product Strategy, Tableau. Has completed 4 projects and 1 internship(s). Targeting Product Management and Strategy roles. Prefers service-based company work environment.",PRODUCT_MANAGER,synthetic_college,7,"Engineering student in CSE with CGPA 7.4 out of 10. Skilled in System Design, Communication, SQL, Agile/Scrum, Product Strategy, Tableau. Has completed 4 projects and 1 internship(s). Targeting Product Management and Strategy roles. Prefers service-based company work environment","Engineering student with skills in product management, system design, tableau, agile, scrum, sql. CGPA 7.4."
"Engineering professional skilled in .net, php, sql. Targeting a role in Full Stack Web Development. Focus area: Senior Full Stack Net Developer.",FULLSTACK_DEV,postings,6,"Engineering professional skilled in .net, php, sql","Engineering student with skills in php, sql."
"Engineering professional skilled in azure, java. Targeting a role in Backend and Server-side Development. Focus area: Local To Az Hybrid Junior Java Backend Developer.",SWE_BACKEND,postings,8,"Engineering professional skilled in azure, java","Engineering student with skills in azure, java."
"Engineering professional skilled in data analytics, javascript, reporting, power bi, jquery, excel, html, sql. Targeting a role in Data Analytics and Business Intelligence. Focus area: Powerbi Developer.",DATA_ANALYST,postings,2,"Engineering professional skilled in data analytics, javascript, reporting, power bi, jquery, excel, html, sql","Engineering student with skills in javascript, power bi, jquery, excel, html, sql."
"Engineering professional skilled in machine learning, data analytics, data warehouse, databricks, aws. Targeting a role in Data Engineering and Pipelines. Focus area: Data Warehouse Consultant.",DATA_ENGINEER,postings,3,"Engineering professional skilled in machine learning, data analytics, data warehouse, databricks, aws","Engineering student with skills in machine learning, databricks, aws."
"Engineering professional skilled in oracle, devops. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Oracle Hcm Cloud Architect.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in oracle, devops","Engineering student with skills in oracle, devops."
"Engineering professional skilled in machine learning, snowflake, excel. Targeting a role in AI and Machine Learning. Focus area: Architect Machine Learning Field Cto.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, snowflake, excel","Engineering student with skills in machine learning, snowflake, excel."
"Engineering professional skilled in machine learning, llm, nlp. Targeting a role in AI and Machine Learning. Focus area: Senior Applied Scientist.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, llm, nlp","Engineering student with skills in machine learning, nlp."
"Engineering professional skilled in microservices, spring boot, spring, azure, java. Targeting a role in Backend and Server-side Development. Focus area: Java Backend Developer W2.",SWE_BACKEND,postings,8,"Engineering professional skilled in microservices, spring boot, spring, azure, java","Engineering student with skills in spring boot, spring, azure, java."
"Engineering professional skilled in fpga, iot. Targeting a role in Embedded Systems and IoT. Focus area: Senior Fpga Engineer.",EMBEDDED_IOT,postings,5,"Engineering professional skilled in fpga, iot",Engineering student with experience in fpga.
"Engineering professional skilled in data analytics, excel, nlp. Targeting a role in Data Analytics and Business Intelligence. Focus area: Data Analyst Junior.",DATA_ANALYST,postings,2,"Engineering professional skilled in data analytics, excel, nlp","Engineering student with skills in excel, nlp."
"Engineering professional skilled in ruby on rails, rails, ruby. Targeting a role in Backend and Server-side Development. Focus area: Software Developer - Ruby On Rails.",SWE_BACKEND,postings,8,"Engineering professional skilled in ruby on rails, rails, ruby","Engineering student with skills in rails, ruby."
"Engineering professional skilled in system design, typescript, java. Targeting a role in Backend and Server-side Development. Focus area: Principal Java Developer.",SWE_BACKEND,postings,8,"Engineering professional skilled in system design, typescript, java","Engineering student with skills in system design, typescript, java."
"Engineering professional skilled in data structures, java. Targeting a role in Backend and Server-side Development. Focus area: Low Latency Java Developer.",SWE_BACKEND,postings,8,"Engineering professional skilled in data structures, java","Engineering student with skills in data structures, java."
"Engineering professional skilled in data analytics, jira. Targeting a role in Data Analytics and Business Intelligence. Focus area: Technical Business Analyst Local To Des Moines Iowa.",DATA_ANALYST,postings,2,"Engineering professional skilled in data analytics, jira",Engineering student with experience in jira.
"Engineering student in CSE with CGPA 6.3 out of 10. Skilled in JavaScript, React, Node.js, MySQL, Express.js, MongoDB. Has completed 6 projects and 0 internship(s). Targeting Full Stack Web Development roles. Prefers early-stage startup (high risk, high ownership) work environment.",FULLSTACK_DEV,synthetic_college,6,"Engineering student in CSE with CGPA 6.3 out of 10. Skilled in JavaScript, React, Node.js, MySQL, Express.js, MongoDB. Has completed 6 projects and 0 internship(s). Targeting Full Stack Web Development roles. Prefers early-stage startup (high risk, high ownership) work environment","Engineering student with skills in javascript, node.js, express, mongodb, react, mysql. CGPA 6.3."
"Engineering professional skilled in information security, devops. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Platform Devops Engineer Sme.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in information security, devops","Engineering student with skills in information security, devops."
Engineering graduate in Commerce and Management with CGPA 6.5 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles.,DATA_ANALYST,placement,2,Engineering graduate in Commerce and Management with CGPA 6.5 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles,Engineering student. Engineering graduate in Commerce and Management with CGPA 6.5 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles CGPA 6.5.
"Engineering professional skilled in information security, machine learning, network security, data analytics, cybersecurity, soc. Targeting a role in Cybersecurity and Information Security. Focus area: Soc Analyst Internship.",CYBERSECURITY,postings,1,"Engineering professional skilled in information security, machine learning, network security, data analytics, cybersecurity, soc","Engineering student with skills in information security, machine learning, cybersecurity."
Engineering professional skilled in data science. Targeting a role in Backend and Server-side Development. Focus area: Lead Software Engineer Mri-Simmons.,SWE_BACKEND,postings,8,Engineering professional skilled in data science,Engineering student with experience in data science.
"Engineering professional skilled in serverless, python, golang, devops, lambda, java, aws. Targeting a role in Backend and Server-side Development. Focus area: Full Stack Golang Developer.",SWE_BACKEND,postings,8,"Engineering professional skilled in serverless, python, golang, devops, lambda, java, aws","Engineering student with skills in python, golang, devops, java, aws."
"Engineering professional skilled in javascript, laravel, php. Targeting a role in Backend and Server-side Development. Focus area: Senior Php Developer.",SWE_BACKEND,postings,8,"Engineering professional skilled in javascript, laravel, php","Engineering student with skills in javascript, laravel, php."
"Engineering professional skilled in devops, aws. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Senior Cloud Engineer Aws.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in devops, aws","Engineering student with skills in devops, aws."
"Engineering professional skilled in data analytics, excel, sql. Targeting a role in Data Analytics and Business Intelligence. Focus area: Cross Asset Market Data Analyst.",DATA_ANALYST,postings,2,"Engineering professional skilled in data analytics, excel, sql","Engineering student with skills in excel, sql."
"Engineering professional skilled in statistical analysis, data analytics, data analysis, statistics, excel, sql. Targeting a role in Data Analytics and Business Intelligence. Focus area: Data Analyst.",DATA_ANALYST,postings,2,"Engineering professional skilled in statistical analysis, data analytics, data analysis, statistics, excel, sql","Engineering student with skills in data analysis, statistics, excel, sql."
Engineering professional skilled in roadmap. Targeting a role in Backend and Server-side Development. Focus area: Software Engineer Architecture Development.,SWE_BACKEND,postings,8,Engineering professional skilled in roadmap,Engineering student. Engineering professional skilled in roadmap
"Engineering professional skilled in product management, cybersecurity. Targeting a role in Product Management and Strategy. Focus area: Project Manager/Specialist 1 18679.",PRODUCT_MANAGER,postings,7,"Engineering professional skilled in product management, cybersecurity","Engineering student with skills in product management, cybersecurity."
"Engineering professional skilled in amazon web services, product management, aws. Targeting a role in Product Management and Strategy. Focus area: Technical Program Manager Security.",PRODUCT_MANAGER,postings,7,"Engineering professional skilled in amazon web services, product management, aws","Engineering student with skills in product management, aws."
"Engineering professional skilled in javascript, .net, c#. Targeting a role in Backend and Server-side Development. Focus area: Software Engineer Microsoft Dynamics 365.",SWE_BACKEND,postings,8,"Engineering professional skilled in javascript, .net, c#","Engineering student with skills in javascript, c#."
"Engineering professional skilled in data analytics, power bi. Targeting a role in Data Analytics and Business Intelligence. Focus area: Sr Microsoft Power Bi Developer.",DATA_ANALYST,postings,2,"Engineering professional skilled in data analytics, power bi",Engineering student with experience in power bi.
"Engineering professional skilled in microservices, kubernetes, rest api, spring, docker, java, git. Targeting a role in Backend and Server-side Development. Focus area: Java Developer With Rest Api.",SWE_BACKEND,postings,8,"Engineering professional skilled in microservices, kubernetes, rest api, spring, docker, java, git","Engineering student with skills in kubernetes, rest api, spring, docker, java, git."
"Engineering professional skilled in spring boot, spring, docker, java, sql, git. Targeting a role in Backend and Server-side Development. Focus area: Lead Java Developer Healthcare.",SWE_BACKEND,postings,8,"Engineering professional skilled in spring boot, spring, docker, java, sql, git","Engineering student with skills in spring boot, spring, docker, java, sql, git."
Engineering professional skilled in hadoop. Targeting a role in Data Engineering and Pipelines. Focus area: Hadoop Developer.,DATA_ENGINEER,postings,3,Engineering professional skilled in hadoop,Engineering student with experience in hadoop.
"Engineering professional skilled in python, linux, unix. Targeting a role in Backend and Server-side Development. Focus area: Hp Nonstop Software Engineer.",SWE_BACKEND,postings,8,"Engineering professional skilled in python, linux, unix","Engineering student with skills in python, linux."
"Engineering professional skilled in spark, java, etl, sql, aws, git. Targeting a role in Backend and Server-side Development. Focus area: Lead Java Developer.",SWE_BACKEND,postings,8,"Engineering professional skilled in spark, java, etl, sql, aws, git","Engineering student with skills in spark, java, sql, aws, git."
Engineering professional skilled in fiber. Targeting a role in Data Engineering and Pipelines. Focus area: Director Of Broadband Grants.,DATA_ENGINEER,postings,3,Engineering professional skilled in fiber,Engineering student. Engineering professional skilled in fiber
Engineering professional skilled in computer vision. Targeting a role in Backend and Server-side Development. Focus area: Software Engineer Intern.,SWE_BACKEND,postings,8,Engineering professional skilled in computer vision,Engineering student with experience in computer vision.
"Engineering professional skilled in product management, project management, reporting, agile. Targeting a role in Product Management and Strategy. Focus area: It Project Manager.",PRODUCT_MANAGER,postings,7,"Engineering professional skilled in product management, project management, reporting, agile","Engineering student with skills in product management, project management, agile."
Engineering graduate in Commerce and Management with CGPA 7.2 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles.,DATA_ANALYST,placement,2,Engineering graduate in Commerce and Management with CGPA 7.2 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles,Engineering student. Engineering graduate in Commerce and Management with CGPA 7.2 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles CGPA 7.2.
"Engineering professional skilled in data pipeline, databricks, snowflake, reporting, airflow, python, oracle, kafka. Targeting a role in Data Engineering and Pipelines. Focus area: Snowflake Data Architect Looking For Local Profiles Only At Illinois.",DATA_ENGINEER,postings,3,"Engineering professional skilled in data pipeline, databricks, snowflake, reporting, airflow, python, oracle, kafka","Engineering student with skills in databricks, snowflake, airflow, python, oracle, kafka."
"Engineering professional skilled in spring boot, angular, python, spring, spark, java, gcp. Targeting a role in Backend and Server-side Development. Focus area: Java/Spring Boot/ Spark / Python/ Pyspark/ Gcp/Angular -W2.",SWE_BACKEND,postings,8,"Engineering professional skilled in spring boot, angular, python, spring, spark, java, gcp","Engineering student with skills in spring boot, angular, python, spring, spark, java, gcp."
Engineering professional skilled in information security. Targeting a role in Backend and Server-side Development. Focus area: Senior Software Engineer Ref 001135.,SWE_BACKEND,postings,8,Engineering professional skilled in information security,Engineering student with experience in information security.
"Engineering professional skilled in shell scripting, google cloud, kubernetes, terraform, golang, docker, devops, gcp. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Cloud Architect Google Cloud Platform - Gcp.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in shell scripting, google cloud, kubernetes, terraform, golang, docker, devops, gcp","Engineering student with skills in kubernetes, terraform, golang, docker, devops, gcp."
Engineering graduate in Commerce and Management with CGPA 7.4 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles.,DATA_ANALYST,placement,2,Engineering graduate in Commerce and Management with CGPA 7.4 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles,Engineering student. Engineering graduate in Commerce and Management with CGPA 7.4 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles CGPA 7.4.
"Engineering professional skilled in product management, data structures, data lake. Targeting a role in Product Management and Strategy. Focus area: Product Owner Platform.",PRODUCT_MANAGER,postings,7,"Engineering professional skilled in product management, data structures, data lake","Engineering student with skills in product management, data structures."
"Engineering professional skilled in python, github, devops, ci/cd, aws. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Lead Devops Engineer/ Architect.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in python, github, devops, ci/cd, aws","Engineering student with skills in python, github, devops, ci/cd, aws."
"Engineering professional skilled in cloudformation, terraform, docker, devops, bash, aws. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Aws Cloud Architect W2 Only.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in cloudformation, terraform, docker, devops, bash, aws","Engineering student with skills in terraform, docker, devops, bash, aws."
"Engineering professional skilled in data analysis, reporting, power bi, azure, etl, sql. Targeting a role in Data Engineering and Pipelines. Focus area: Azure/Sql Developer.",DATA_ENGINEER,postings,3,"Engineering professional skilled in data analysis, reporting, power bi, azure, etl, sql","Engineering student with skills in data analysis, power bi, azure, sql."
"Engineering professional skilled in javascript, angular, node.js, express, python, react, node. Targeting a role in Backend and Server-side Development. Focus area: Senior Backend Developer Remote.",SWE_BACKEND,postings,8,"Engineering professional skilled in javascript, angular, node.js, express, python, react, node","Engineering student with skills in javascript, angular, node.js, express, python, react."
"Engineering professional skilled in angular, .net, sql, c#, go. Targeting a role in Full Stack Web Development. Focus area: Fulltime Role Onsite Full Stack Net Developer Pittsburgh Pa.",FULLSTACK_DEV,postings,6,"Engineering professional skilled in angular, .net, sql, c#, go","Engineering student with skills in angular, sql, c#, go."
Engineering professional skilled in rust. Targeting a role in Backend and Server-side Development. Focus area: Staff Software Engineer Blockchain Startup.,SWE_BACKEND,postings,8,Engineering professional skilled in rust,Engineering student with experience in rust.
Engineering professional skilled in etl. Targeting a role in Data Engineering and Pipelines. Focus area: Etl Developer.,DATA_ENGINEER,postings,3,Engineering professional skilled in etl,Engineering student. Engineering professional skilled in etl
"Engineering professional skilled in data analytics, fiber. Targeting a role in Data Analytics and Business Intelligence. Focus area: Global Pricing Business Intelligence Manager.",DATA_ANALYST,postings,2,"Engineering professional skilled in data analytics, fiber","Engineering student. Engineering professional skilled in data analytics, fiber"
Engineering graduate in General Studies with CGPA 6.5 out of 10. Specialised in Marketing and Human Resources. No prior work experience. Targeting Backend and Server-side Development roles.,SWE_BACKEND,placement,8,Engineering graduate in General Studies with CGPA 6.5 out of 10. Specialised in Marketing and Human Resources. No prior work experience. Targeting Backend and Server-side Development roles,Engineering student. Engineering graduate in General Studies with CGPA 6.5 out of 10. Specialised in Marketing and Human Resources. No prior work experience. Targeting Backend and Server-side Development roles CGPA 6.5.
"Engineering professional skilled in data analytics, python, scala, java, aws. Targeting a role in Data Analytics and Business Intelligence. Focus area: Data Analyst - Python/Aws W2 Remote.",DATA_ANALYST,postings,2,"Engineering professional skilled in data analytics, python, scala, java, aws","Engineering student with skills in python, scala, java, aws."
"Engineering professional skilled in reporting, etl. Targeting a role in Data Engineering and Pipelines. Focus area: Sr Database Engineer.",DATA_ENGINEER,postings,3,"Engineering professional skilled in reporting, etl","Engineering student. Engineering professional skilled in reporting, etl"
"Engineering professional skilled in microservices, spring boot, kubernetes, spring, docker, kafka, java. Targeting a role in Backend and Server-side Development. Focus area: Lead Java Backend Developer.",SWE_BACKEND,postings,8,"Engineering professional skilled in microservices, spring boot, kubernetes, spring, docker, kafka, java","Engineering student with skills in spring boot, kubernetes, spring, docker, kafka, java."
"Engineering professional skilled in typescript, node.js, node. Targeting a role in Backend and Server-side Development. Focus area: Lead Api Developer.",SWE_BACKEND,postings,8,"Engineering professional skilled in typescript, node.js, node","Engineering student with skills in typescript, node.js."
"Engineering professional skilled in shell scripting, kubernetes, terraform, jenkins, python, golang, devops, azure. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Sr Cloud Infrastructure Engineer Nyc.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in shell scripting, kubernetes, terraform, jenkins, python, golang, devops, azure","Engineering student with skills in kubernetes, terraform, jenkins, python, golang, devops, azure."
"Engineering professional skilled in software testing, iot. Targeting a role in Embedded Systems and IoT. Focus area: Quality Assurance Automation Engineer.",EMBEDDED_IOT,postings,5,"Engineering professional skilled in software testing, iot","Engineering student. Engineering professional skilled in software testing, iot"
"Engineering professional skilled in linux, java. Targeting a role in Backend and Server-side Development. Focus area: Javafx Software Engineer.",SWE_BACKEND,postings,8,"Engineering professional skilled in linux, java","Engineering student with skills in linux, java."
"Engineering professional skilled in reporting, python, devops, perl. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Devops Network Engineer.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in reporting, python, devops, perl","Engineering student with skills in python, devops."
"Engineering professional skilled in data analytics, tableau, oracle, agile, sql. Targeting a role in Data Analytics and Business Intelligence. Focus area: Tableau Developer Ii Irving Tx/ Tampa Fl/ Mississauga Ii Hybrid.",DATA_ANALYST,postings,2,"Engineering professional skilled in data analytics, tableau, oracle, agile, sql","Engineering student with skills in tableau, oracle, agile, sql."
"Engineering student in AIDS with CGPA 7.1 out of 10. Skilled in Python, Machine Learning, Deep Learning, Pandas, Scikit-learn, Statistics. Has completed 4 projects and 2 internship(s). Targeting AI and Machine Learning roles. Prefers mid-size product startup work environment.",AIML_ENGINEER,synthetic_college,0,"Engineering student in AIDS with CGPA 7.1 out of 10. Skilled in Python, Machine Learning, Deep Learning, Pandas, Scikit-learn, Statistics. Has completed 4 projects and 2 internship(s). Targeting AI and Machine Learning roles. Prefers mid-size product startup work environment","Engineering student with skills in machine learning, deep learning, scikit-learn, statistics, python, pandas. CGPA 7.1."
Engineering professional skilled in android. Targeting a role in Backend and Server-side Development. Focus area: Senior Software Engineer Android Platform.,SWE_BACKEND,postings,8,Engineering professional skilled in android,Engineering student. Engineering professional skilled in android
"Engineering professional skilled in shell scripting, python, oracle, etl, sql. Targeting a role in Data Engineering and Pipelines. Focus area: Etl Developer Charlotte Nc Or Plano Tx.",DATA_ENGINEER,postings,3,"Engineering professional skilled in shell scripting, python, oracle, etl, sql","Engineering student with skills in python, oracle, sql."
"Engineering professional skilled in microservices, angular, azure, .net, sql, iot, c#. Targeting a role in Frontend and UI Development. Focus area: Net Fullstack Angular Developer Senior.",SWE_FRONTEND,postings,9,"Engineering professional skilled in microservices, angular, azure, .net, sql, iot, c#","Engineering student with skills in angular, azure, sql, c#."
"Engineering professional skilled in microsoft azure, azure, java, aws. Targeting a role in Backend and Server-side Development. Focus area: Lead Fullstack Java Developer.",SWE_BACKEND,postings,8,"Engineering professional skilled in microsoft azure, azure, java, aws","Engineering student with skills in azure, java, aws."
"Engineering professional skilled in product management, google cloud, scrum, java, gcp. Targeting a role in Product Management and Strategy. Focus area: Technical Project Manager Telecom.",PRODUCT_MANAGER,postings,7,"Engineering professional skilled in product management, google cloud, scrum, java, gcp","Engineering student with skills in product management, scrum, java, gcp."
"Engineering professional skilled in machine learning, go. Targeting a role in AI and Machine Learning. Focus area: Warehouse Mgmt Systems Wms Analyst Ii.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, go","Engineering student with skills in machine learning, go."
"Engineering professional skilled in arduino, iot. Targeting a role in Embedded Systems and IoT. Focus area: Junior Hardware Engineer.",EMBEDDED_IOT,postings,5,"Engineering professional skilled in arduino, iot",Engineering student with experience in arduino.
"Engineering professional skilled in amazon web services, cloud computing, python, devops, sql, aws. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Junior Python Sql Aws Developer.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in amazon web services, cloud computing, python, devops, sql, aws","Engineering student with skills in python, devops, sql, aws."
"Engineering professional skilled in serverless, docker, devops, azure, linux, aws. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Senior Sre Engineer.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in serverless, docker, devops, azure, linux, aws","Engineering student with skills in docker, devops, azure, linux, aws."
"Engineering professional skilled in information security, penetration testing, cybersecurity. Targeting a role in Cybersecurity and Information Security. Focus area: Cybersecurity Test Engineer Remote.",CYBERSECURITY,postings,1,"Engineering professional skilled in information security, penetration testing, cybersecurity","Engineering student with skills in information security, penetration testing, cybersecurity."
Engineering professional skilled in data warehouse. Targeting a role in Data Engineering and Pipelines. Focus area: Application Production Support Netusage/Data Warehouse.,DATA_ENGINEER,postings,3,Engineering professional skilled in data warehouse,Engineering student. Engineering professional skilled in data warehouse
"Engineering professional skilled in rest api, devops, linux, php. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Remote Systems Administrator.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in rest api, devops, linux, php","Engineering student with skills in rest api, devops, linux, php."
"Engineering professional skilled in data visualization, machine learning, data analytics, python. Targeting a role in Backend and Server-side Development. Focus area: Senior Python Developer With Security Clearance.",SWE_BACKEND,postings,8,"Engineering professional skilled in data visualization, machine learning, data analytics, python","Engineering student with skills in machine learning, python."
"Engineering professional skilled in machine learning, neural networks, google cloud, tensorflow, pytorch, python, spacy, azure. Targeting a role in AI and Machine Learning. Focus area: Gen Ai Consultant/Developer.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, neural networks, google cloud, tensorflow, pytorch, python, spacy, azure","Engineering student with skills in machine learning, tensorflow, pytorch, python, spacy, azure."
Engineering graduate in General Studies with CGPA 5.2 out of 10. Specialised in Marketing and Human Resources. No prior work experience. Targeting Backend and Server-side Development roles.,SWE_BACKEND,placement,8,Engineering graduate in General Studies with CGPA 5.2 out of 10. Specialised in Marketing and Human Resources. No prior work experience. Targeting Backend and Server-side Development roles,Engineering student. Engineering graduate in General Studies with CGPA 5.2 out of 10. Specialised in Marketing and Human Resources. No prior work experience. Targeting Backend and Server-side Development roles CGPA 5.2.
"Engineering professional skilled in product management, project management, agile, scrum. Targeting a role in Product Management and Strategy. Focus area: Agile Project Manager.",PRODUCT_MANAGER,postings,7,"Engineering professional skilled in product management, project management, agile, scrum","Engineering student with skills in product management, project management, agile, scrum."
"Engineering student in CSD with CGPA 7.3 out of 10. Skilled in SQL, Excel (advanced), Data Analysis, Tableau, Power BI, Pandas. Has completed 6 projects and 1 internship(s). Targeting Data Analytics and Business Intelligence roles. Prefers service-based company work environment.",DATA_ANALYST,synthetic_college,2,"Engineering student in CSD with CGPA 7.3 out of 10. Skilled in SQL, Excel (advanced), Data Analysis, Tableau, Power BI, Pandas. Has completed 6 projects and 1 internship(s). Targeting Data Analytics and Business Intelligence roles. Prefers service-based company work environment","Engineering student with skills in data analysis, power bi, tableau, pandas, excel, sql. CGPA 7.3."
"Engineering professional skilled in microservices, dynamodb, jenkins, python, gitlab, devops, lambda, aws. Targeting a role in Backend and Server-side Development. Focus area: Python Developer With Aws And Devops.",SWE_BACKEND,postings,8,"Engineering professional skilled in microservices, dynamodb, jenkins, python, gitlab, devops, lambda, aws","Engineering student with skills in dynamodb, jenkins, python, devops, aws."
"Engineering professional skilled in circleci, jenkins, devops, jira, aws, git. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Aws Devops Engineer.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in circleci, jenkins, devops, jira, aws, git","Engineering student with skills in jenkins, devops, jira, aws, git."
"Engineering professional skilled in data warehouse, data science, data lake, azure, etl. Targeting a role in Data Engineering and Pipelines. Focus area: Senior Data Modeler / Engineer 14 Years Minimum.",DATA_ENGINEER,postings,3,"Engineering professional skilled in data warehouse, data science, data lake, azure, etl","Engineering student with skills in data science, azure."
Engineering graduate in Commerce and Management with CGPA 5.3 out of 10. Specialised in Marketing and Human Resources. No prior work experience. Targeting Product Management and Strategy roles.,PRODUCT_MANAGER,placement,7,Engineering graduate in Commerce and Management with CGPA 5.3 out of 10. Specialised in Marketing and Human Resources. No prior work experience. Targeting Product Management and Strategy roles,Engineering student with experience in product management. CGPA 5.3.
"Engineering professional skilled in virtualization, reporting. Targeting a role in Backend and Server-side Development. Focus area: Systems Engineer - Virtualization And Data Protection.",SWE_BACKEND,postings,8,"Engineering professional skilled in virtualization, reporting","Engineering student. Engineering professional skilled in virtualization, reporting"
"Engineering professional skilled in devops, azure, ci/cd. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Devops Tech Lead.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in devops, azure, ci/cd","Engineering student with skills in devops, azure, ci/cd."
"Engineering professional skilled in product management, project management, go. Targeting a role in Product Management and Strategy. Focus area: Senior Implementation Project Manager Healthcare.",PRODUCT_MANAGER,postings,7,"Engineering professional skilled in product management, project management, go","Engineering student with skills in product management, project management, go."
"Engineering professional skilled in machine learning, aws. Targeting a role in AI and Machine Learning. Focus area: Sr Systems Development Eng Aws Generative Ai Ml Servers.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, aws","Engineering student with skills in machine learning, aws."
"Engineering professional skilled in project management, unit testing, agile. Targeting a role in Backend and Server-side Development. Focus area: Software Engineer 3.",SWE_BACKEND,postings,8,"Engineering professional skilled in project management, unit testing, agile","Engineering student with skills in project management, agile."
"Engineering professional skilled in data warehouse, reporting. Targeting a role in Data Engineering and Pipelines. Focus area: Senior Data Warehouse Engineer.",DATA_ENGINEER,postings,3,"Engineering professional skilled in data warehouse, reporting","Engineering student. Engineering professional skilled in data warehouse, reporting"
